XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551)
516,511,38,548,491,44,508,497,491,541,536,2,550,52,317,500,550,543,324,545
547,547,49,521,489,3,527,532,539,510,521,82,538,12,288,445,524,483,319,512
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
512,500,0,538,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
522,496,47,511,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,518
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,518
506,510,37,549,490,43,506,499,492,547,535,7,547,55,314,501,549,546,323,546
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
508,508,35,547,495,36,504,492,499,536,537,9,545,44,311,502,544,539,329,542
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
522,495,47,510,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
522,495,47,510,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
514,507,34,545,492,45,502,488,489,543,534,1,549,53,316,505,548,542,325,548
508,508,35,547,495,36,504,492,499,536,537,9,545,44,311,502,544,539,329,542
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
392,419,542,434,96,271,236,296,465,121,155,52,169,274,412,489,289,391,111,450
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
409,484,22,476,110,268,543,508,510,125,140,39,174,32,418,493,313,387,124,530
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
291,520,55,441,1,302,286,279,442,103,130,266,125,104,217,534,160,522,168,498
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
513,498,39,542,501,42,509,495,493,545,530,4,541,51,306,507,540,544,322,544
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
516,511,38,548,491,44,508,497,491,541,536,2,550,52,317,500,550,543,324,545
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
506,510,37,549,490,48,506,499,492,549,535,7,547,55,314,501,549,546,323,549
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
521,494,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
516,511,38,548,491,44,508,497,491,542,536,2,550,52,317,500,550,543,324,545
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
512,500,0,538,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
506,510,37,549,490,43,507,500,492,547,535,7,547,55,314,501,549,546,323,546
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
508,508,35,547,495,36,504,492,499,536,537,9,545,44,311,502,544,539,329,542
516,511,38,548,491,44,508,497,491,542,536,2,550,52,317,500,550,543,324,545
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
518,493,41,514,482,16,534,519,547,526,520,54,522,5,289,441,514,505,309,515
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
506,510,37,549,490,43,507,499,492,547,535,7,547,55,314,501,549,546,323,546
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,314,524
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,518
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
522,496,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
547,547,49,521,489,3,527,532,539,510,521,82,538,12,288,445,524,483,319,512
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
547,547,49,521,489,3,527,532,539,510,523,82,538,12,288,445,524,483,319,512
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,518
523,474,28,470,509,33,541,502,532,192,510,20,514,20,323,455,78,489,549,537
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,518
394,412,539,432,142,280,237,297,466,123,153,50,171,272,403,490,286,361,109,452
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
396,422,523,425,92,274,249,286,467,144,148,48,187,265,409,482,299,389,117,476
420,287,535,419,161,347,267,365,449,91,122,89,12,156,433,249,268,368,126,416
522,496,47,510,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
522,496,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
522,495,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
513,498,39,541,501,42,509,495,493,544,530,3,541,51,306,507,541,544,322,544
522,496,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
246,46,13,459,514,411,145,512,536,188,506,26,440,40,329,466,88,499,294,195
506,510,37,549,490,43,507,499,492,547,535,7,547,55,314,501,549,546,323,546
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,314,524
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
510,501,1,536,502,39,513,493,494,540,529,11,539,46,312,513,539,547,331,538
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
512,500,0,538,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
506,510,37,549,490,43,507,500,492,547,535,7,547,55,314,501,549,546,323,546
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
513,498,39,542,501,42,509,495,493,544,530,3,541,51,306,507,541,544,322,544
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,517
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
547,547,49,521,489,3,527,532,539,510,521,82,538,12,288,445,524,483,319,512
513,498,39,541,501,42,509,495,493,544,530,3,541,51,306,507,540,544,322,544
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
513,498,39,541,501,42,509,495,493,544,530,3,541,51,306,508,540,544,322,544
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
521,494,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
516,511,38,548,491,44,508,497,491,542,536,2,550,52,317,500,550,543,324,545
514,507,34,545,492,45,502,488,488,543,534,1,549,53,316,505,548,542,325,548
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
522,495,47,511,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
521,497,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
400,405,528,428,144,283,245,290,474,142,136,41,194,267,406,219,296,400,136,473
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
549,546,48,520,488,2,526,531,538,511,522,83,536,10,287,444,522,482,320,513
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
547,547,49,521,489,3,527,532,539,510,523,82,538,9,288,445,524,483,319,512
513,498,39,541,501,42,509,495,493,545,530,3,541,51,306,507,540,544,322,544
513,498,39,542,501,42,509,495,493,544,530,3,541,51,306,507,541,544,322,544
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
516,511,38,548,491,44,508,497,491,541,536,2,550,52,317,500,550,543,324,545
505,509,33,544,493,47,501,487,487,548,533,8,548,54,315,504,547,541,326,550
513,498,39,541,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,518
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
521,494,46,519,483,20,535,518,549,528,516,55,511,14,290,446,519,487,316,516
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
322,314,432,149,103,380,435,481,515,1,21,33,86,30,259,491,265,470,101,348
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
512,500,0,537,503,40,512,494,496,539,531,5,542,49,307,506,542,548,332,539
506,510,37,549,490,43,507,500,492,547,535,7,547,55,314,501,549,546,323,546
292,521,53,439,0,303,285,281,444,101,129,268,127,107,216,535,162,520,171,496
514,507,32,545,492,45,502,488,488,543,534,1,549,53,316,505,548,542,325,548
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
249,46,10,461,513,27,143,513,535,190,504,27,437,42,327,463,83,498,293,193
522,496,47,510,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
522,496,47,510,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
506,510,37,549,490,43,506,499,492,547,535,7,547,55,314,501,549,546,323,546
505,509,33,544,493,47,501,487,487,548,533,8,548,54,315,504,547,541,326,550
515,506,31,546,494,35,503,490,500,537,538,0,544,50,309,503,545,540,328,543
529,490,45,517,478,23,537,516,545,534,524,58,508,0,284,443,520,484,311,522
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,515
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,512,538,545,321,547
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
518,493,41,514,482,19,534,519,547,526,518,54,522,5,289,441,514,505,309,518
509,505,3,539,497,38,510,491,498,535,528,13,546,45,310,510,543,550,330,541
513,498,39,541,501,42,509,495,493,544,530,3,541,51,306,508,541,544,322,544
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
511,503,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
398,406,527,430,146,282,246,291,472,141,138,43,192,269,404,222,294,402,115,472
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,508,541,544,322,544
522,496,47,511,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
514,507,32,545,492,45,502,488,488,543,534,1,549,53,316,505,548,542,325,548
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
514,507,34,545,492,45,502,488,489,543,534,1,549,53,316,505,548,542,325,548
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
533,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
506,510,37,549,490,43,506,499,492,547,535,7,547,55,314,501,549,546,323,546
411,481,23,465,112,265,545,509,508,139,142,37,186,25,420,486,311,385,119,529
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
522,496,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
516,511,38,548,491,46,508,498,490,541,536,2,550,52,317,500,550,543,324,545
389,393,520,413,148,300,240,293,459,150,134,271,198,264,423,206,301,398,149,468
410,483,19,473,108,270,547,506,505,126,143,38,173,31,414,494,315,383,123,532
399,404,527,431,147,284,246,292,471,143,137,44,193,268,405,221,295,399,116,471
523,474,28,470,509,33,541,502,532,192,510,20,514,20,323,455,78,489,549,537
532,488,44,513,481,24,530,515,544,530,526,59,520,3,292,439,517,506,312,523
516,511,38,548,491,46,508,498,490,541,536,2,550,52,317,500,550,543,324,545
406,477,417,151,100,386,438,484,511,11,24,29,98,27,262,171,260,471,82,354
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
384,384,473,402,133,490,287,364,103,153,175,225,153,302,525,282,71,52,167,230
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
525,475,27,471,505,29,149,527,503,198,509,16,512,17,320,452,76,496,544,526
516,511,38,548,491,46,508,498,490,542,536,2,550,52,317,500,550,543,324,545
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
518,493,41,514,482,19,534,519,547,526,520,54,522,5,289,441,514,505,309,515
398,406,527,430,146,282,246,291,472,141,138,43,192,269,404,222,294,402,115,472
548,548,50,523,486,1,529,534,540,512,496,80,535,6,282,449,523,485,317,511
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,518
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
392,419,542,434,96,271,236,296,465,121,155,52,169,274,412,489,289,391,111,450
517,492,40,515,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
548,548,50,523,486,1,529,534,540,512,515,80,535,6,282,449,523,485,317,511
321,313,433,152,99,381,436,485,516,0,20,34,87,29,261,169,259,469,100,347
388,392,516,414,149,301,239,294,463,146,133,269,197,263,424,207,303,397,150,467
517,492,40,515,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
522,496,47,511,484,18,533,521,543,529,497,56,510,13,283,447,518,486,315,519
379,389,468,394,136,497,300,351,93,155,173,243,161,299,522,497,65,69,154,226
514,507,32,545,492,45,502,488,489,543,534,1,549,53,316,505,548,542,325,548
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
521,497,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
510,501,1,536,499,39,513,493,494,540,529,12,539,46,312,513,539,547,331,538
370,376,462,405,125,504,292,360,111,163,161,233,158,288,536,478,63,72,163,212
382,387,470,392,114,493,295,352,106,158,170,244,159,298,520,496,68,64,155,222
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,517
522,495,47,510,484,21,533,521,543,529,498,56,510,13,283,447,518,486,315,519
387,394,517,415,151,299,242,300,462,147,151,272,196,261,421,199,293,365,144,454
517,492,40,512,485,17,532,520,548,527,517,57,519,4,293,440,516,507,308,520
522,495,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
522,495,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
291,520,55,441,1,302,286,279,442,103,130,266,125,104,217,534,160,522,168,498
511,504,2,540,496,37,511,489,497,538,532,6,543,48,308,509,546,549,327,540
546,549,51,522,487,0,528,533,541,513,514,81,537,7,281,448,525,488,318,514
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
513,498,39,542,501,42,509,495,493,544,530,4,541,51,306,507,541,544,322,544
507,499,36,543,500,41,505,496,495,546,527,10,540,47,313,511,538,545,321,547
516,511,38,548,491,44,508,498,491,542,536,2,550,52,317,500,550,543,324,545
374,371,465,410,128,499,301,357,90,166,166,237,148,293,540,470,59,75,158,215
517,492,40,512,485,17,532,520,548,527,519,57,519,4,293,440,516,507,308,520
506,510,37,549,490,43,507,499,492,547,535,7,547,55,314,501,549,546,323,546
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
521,494,46,519,483,20,536,518,549,528,516,55,511,14,290,446,519,487,316,516
522,495,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
247,46,11,460,512,26,146,511,534,189,505,28,438,41,326,465,82,497,292,194
506,510,37,549,490,48,506,499,492,549,535,7,547,55,314,501,549,546,323,549
522,495,47,510,484,18,533,521,543,529,498,56,510,13,283,447,518,486,315,519
522,495,47,511,484,21,533,521,543,529,497,56,510,13,283,447,518,486,315,519
518,493,41,514,482,16,534,519,547,526,518,54,522,5,289,441,514,505,309,515
531,491,43,516,479,25,531,514,542,533,495,61,509,1,286,442,521,481,313,524
529,490,45,517,478,23,537,516,545,534,524,58,508,0,285,443,520,484,311,522
546,549,51,522,487,0,528,533,541,513,514,81,537,8,281,448,525,488,318,514
510,501,1,536,499,39,513,493,494,540,529,12,539,46,312,513,539,547,331,538
