,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,Class
7835,0.0,0.5,0.45,0.7,0.8,0.92,1.0,1.0,0.8,0.75,0.59,0.5,0.52,0.25,0.52,0.0,1
7836,0.0,0.51,0.33,0.75,0.68,1.0,0.51,0.85,0.53,0.59,0.58,0.33,0.65,0.07,1.0,0.0,1
7837,0.0,0.51,0.47,0.7,0.79,1.0,0.75,0.82,0.67,0.46,0.56,0.11,0.42,0.02,1.0,0.0,1
7838,0.0,0.52,0.4,0.76,0.8,1.0,1.0,0.91,1.0,0.66,0.91,0.4,0.8,0.15,0.54,0.0,1
7839,0.0,0.53,0.31,0.81,0.51,1.0,0.5,0.62,0.46,0.25,0.15,0.0,0.59,0.01,1.0,0.03,1
7840,0.0,0.53,0.39,0.62,0.72,0.8,1.0,1.0,0.93,0.77,0.82,0.51,0.73,0.25,0.68,0.0,1
7841,0.0,0.54,0.24,0.68,0.71,0.89,1.0,1.0,0.69,0.76,0.43,0.5,0.19,0.26,0.05,0.0,1
7842,0.0,0.54,0.27,0.64,0.63,0.83,1.0,1.0,0.97,0.78,0.81,0.53,0.68,0.26,0.63,0.0,1
7843,0.0,0.54,0.5,0.76,0.8,1.0,0.6,0.82,0.52,0.57,0.6,0.33,0.88,0.09,1.0,0.0,1
7844,0.0,0.55,0.32,0.91,0.39,1.0,0.36,0.47,0.19,0.0,0.01,0.07,0.5,0.07,1.0,0.08,1
7845,0.0,0.55,0.39,0.74,0.76,0.95,1.0,1.0,0.87,0.75,0.72,0.5,0.61,0.25,0.57,0.0,1
7846,0.0,0.56,0.25,0.64,0.6,0.89,0.65,1.0,0.45,0.75,0.35,0.49,0.45,0.23,1.0,0.0,1
7847,0.0,0.56,0.43,0.77,0.75,0.99,1.0,1.0,0.98,0.75,0.94,0.5,0.92,0.25,1.0,0.0,1
7848,0.0,0.56,0.44,0.88,0.67,1.0,0.68,0.54,0.7,0.07,0.11,0.01,0.37,0.0,1.0,0.03,1
7849,0.0,0.57,0.33,0.76,0.7,0.96,1.0,1.0,0.92,0.75,0.86,0.5,0.83,0.25,0.83,0.0,1
7850,0.0,0.58,0.4,0.79,0.83,1.0,1.0,0.92,0.87,0.69,0.73,0.46,0.63,0.22,0.8,0.0,1
7851,0.0,0.59,0.33,0.67,0.67,0.92,0.88,1.0,0.71,0.75,0.67,0.5,0.67,0.23,1.0,0.0,1
7852,0.0,0.59,0.4,0.78,0.76,1.0,1.0,1.0,0.82,0.75,0.62,0.49,0.4,0.25,0.29,0.0,1
7853,0.0,0.6,0.37,0.78,0.79,0.96,1.0,1.0,0.79,0.75,0.59,0.5,0.4,0.25,0.22,0.0,1
7854,0.0,0.6,0.09,0.62,0.54,0.81,0.99,1.0,1.0,0.82,0.76,0.55,0.52,0.28,0.33,0.0,1
7855,0.0,0.61,0.33,0.71,0.66,0.86,1.0,1.0,0.94,0.77,0.79,0.52,0.66,0.26,0.62,0.0,1
7856,0.0,0.61,0.42,0.81,1.0,1.0,0.67,0.8,0.5,0.6,0.25,0.4,0.17,0.2,0.5,0.0,1
7857,0.0,0.62,0.21,1.0,0.27,0.8,0.26,0.35,0.04,0.04,0.12,0.0,0.55,0.02,1.0,0.05,1
7858,0.0,0.62,0.48,0.8,0.89,1.0,0.96,0.78,1.0,0.55,0.96,0.33,0.96,0.1,0.85,0.0,1
7859,0.0,0.62,0.55,0.75,0.85,0.97,1.0,1.0,0.98,0.75,0.93,0.5,0.91,0.25,0.89,0.0,1
7860,0.0,0.63,0.54,0.77,0.91,0.99,1.0,1.0,0.83,0.75,0.67,0.5,0.5,0.25,0.48,0.0,1
7861,0.0,0.64,0.4,0.78,0.76,1.0,1.0,0.99,0.87,0.71,0.64,0.44,0.39,0.18,0.16,0.0,1
7862,0.0,0.64,0.46,0.77,0.81,1.0,1.0,0.99,0.96,0.72,0.88,0.45,0.74,0.19,0.85,0.0,1
7863,0.0,0.65,0.42,0.92,0.72,1.0,0.61,0.62,0.57,0.24,0.25,0.01,0.41,0.04,1.0,0.0,1
7864,0.0,0.65,0.55,0.81,1.0,1.0,0.89,0.86,0.77,0.65,0.7,0.43,0.62,0.21,0.65,0.0,1
7865,0.0,0.66,0.31,0.84,0.71,1.0,1.0,0.99,0.92,0.74,0.84,0.5,0.82,0.25,0.85,0.0,1
7866,0.0,0.66,0.47,0.97,0.5,1.0,0.51,0.6,0.5,0.2,0.01,0.0,0.35,0.04,1.0,0.09,1
7867,0.0,0.67,0.35,0.78,0.71,0.95,1.0,1.0,0.83,0.75,0.67,0.51,0.5,0.26,0.42,0.0,1
7868,0.0,0.67,0.44,0.83,0.93,1.0,1.0,0.92,0.83,0.7,0.68,0.46,0.66,0.23,0.73,0.0,1
7869,0.0,0.68,0.23,1.0,0.35,0.9,0.31,0.54,0.2,0.18,0.07,0.0,0.53,0.02,1.0,0.03,1
7870,0.0,0.69,0.32,0.74,0.7,0.96,1.0,1.0,0.91,0.75,0.81,0.5,0.7,0.25,0.64,0.0,1
7871,0.0,0.69,0.56,0.76,0.85,0.99,0.98,1.0,1.0,0.75,0.97,0.5,0.92,0.25,0.92,0.0,1
7872,0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0,1
7873,0.0,0.71,0.39,0.81,0.77,1.0,1.0,0.92,0.86,0.69,0.7,0.47,0.54,0.24,0.45,0.0,1
7874,0.0,0.72,0.23,0.81,0.67,1.0,1.0,0.99,0.94,0.75,0.87,0.49,0.83,0.25,0.75,0.0,1
7875,0.0,0.73,0.33,0.81,0.89,1.0,1.0,0.85,0.92,0.63,0.78,0.41,0.58,0.2,0.28,0.0,1
7876,0.0,0.73,0.49,0.82,0.94,1.0,1.0,0.86,0.82,0.65,0.65,0.43,0.43,0.22,0.29,0.0,1
7877,0.0,0.74,0.16,0.8,0.57,0.96,1.0,1.0,0.86,0.75,0.66,0.5,0.47,0.25,0.39,0.0,1
7878,0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0,1
7879,0.0,0.77,0.56,0.9,1.0,1.0,0.94,0.8,0.75,0.6,0.56,0.4,0.38,0.2,0.31,0.0,1
7880,0.0,0.82,0.51,0.83,0.86,1.0,0.56,0.74,0.42,0.49,0.4,0.23,0.16,0.0,1.0,0.01,1
7881,0.0,0.93,0.7,1.0,1.0,0.88,0.95,0.7,0.75,0.52,0.7,0.34,0.55,0.17,0.45,0.0,1
7882,1.0,1.0,1.0,0.92,0.8,0.76,0.65,0.61,0.5,0.45,0.4,0.3,0.15,0.15,0.0,0.0,1
7883,1.0,1.0,0.7,0.87,0.5,0.73,0.33,0.58,0.23,0.43,0.1,0.29,0.0,0.15,0.0,0.0,1
7884,1.0,1.0,0.73,0.86,0.58,0.72,0.42,0.58,0.23,0.43,0.12,0.29,0.04,0.14,0.0,0.0,1
7885,1.0,1.0,0.82,0.91,0.65,0.75,0.5,0.59,0.35,0.43,0.18,0.28,0.09,0.12,0.0,0.0,1
7886,1.0,1.0,0.91,0.9,0.76,0.75,0.62,0.6,0.44,0.45,0.29,0.3,0.15,0.15,0.0,0.0,1
7887,1.0,1.0,0.96,0.99,0.84,0.82,0.69,0.65,0.51,0.49,0.35,0.32,0.18,0.15,0.0,0.0,1
7888,0.1,0.67,0.42,1.0,0.43,0.97,0.45,0.58,0.48,0.19,0.0,0.0,0.42,0.03,1.0,0.02,1
7889,0.1,0.93,0.0,0.54,0.21,0.74,0.52,1.0,0.65,0.46,0.53,0.0,0.26,0.04,1.0,0.05,1
7890,0.13,0.58,0.4,1.0,0.49,0.97,0.46,0.45,0.25,0.03,0.0,0.01,0.5,0.01,1.0,0.0,1
7891,0.14,0.69,0.67,1.0,0.59,0.98,0.6,0.55,0.62,0.12,0.0,0.0,0.03,0.02,1.0,0.0,1
7892,0.01,0.52,0.23,0.75,0.74,1.0,0.52,0.69,0.51,0.36,0.45,0.04,0.0,0.0,1.0,0.07,1
7893,0.01,0.66,0.32,1.0,0.35,0.99,0.32,0.62,0.32,0.26,0.0,0.0,0.11,0.01,1.0,0.05,1
7894,0.17,0.6,0.36,0.95,0.44,1.0,0.42,0.59,0.37,0.18,0.0,0.0,0.51,0.01,1.0,0.05,1
7895,0.19,1.0,0.16,0.55,0.1,0.96,0.16,0.48,0.24,0.02,0.0,0.0,0.5,0.11,1.0,0.16,1
7896,0.2,0.62,0.39,0.98,0.44,1.0,0.37,0.62,0.41,0.24,0.0,0.0,0.3,0.0,1.0,0.0,1
7897,0.21,0.61,0.65,0.78,1.0,1.0,0.85,0.83,0.79,0.57,0.77,0.3,0.6,0.06,0.0,0.0,1
7898,0.22,0.7,0.64,0.98,0.59,1.0,0.52,0.62,0.39,0.25,0.0,0.0,0.23,0.04,1.0,0.05,1
7899,0.23,0.58,0.66,0.77,1.0,1.0,0.95,0.87,0.81,0.59,0.71,0.3,0.52,0.03,0.0,0.0,1
7900,0.23,0.73,0.45,1.0,0.46,0.89,0.4,0.57,0.28,0.26,0.0,0.0,0.49,0.06,1.0,0.07,1
7901,0.25,0.67,0.54,1.0,0.56,0.78,0.51,0.34,0.2,0.04,0.0,0.09,0.51,0.04,1.0,0.0,1
7902,0.27,0.7,0.6,1.0,0.59,0.84,0.57,0.44,0.54,0.06,0.0,0.05,0.46,0.02,1.0,0.0,1
7903,0.29,0.71,0.65,1.0,0.63,0.82,0.42,0.39,0.24,0.0,0.0,0.07,0.5,0.09,1.0,0.08,1
7904,0.03,1.0,0.0,0.58,0.4,0.98,0.2,0.85,0.28,0.35,0.02,0.03,0.02,0.0,1.0,0.04,1
7905,0.31,0.96,0.44,0.76,0.24,1.0,0.41,0.5,0.48,0.07,0.0,0.0,0.49,0.14,1.0,0.23,1
7906,0.32,0.74,0.87,0.95,1.0,1.0,0.84,0.73,0.79,0.46,0.66,0.18,0.0,0.0,0.03,0.0,1
7907,0.03,0.4,0.14,0.59,0.55,0.81,1.0,1.0,0.82,0.76,0.51,0.51,0.21,0.26,0.0,0.0,1
7908,0.35,0.64,0.58,1.0,0.63,0.91,0.57,0.5,0.48,0.1,0.0,0.01,0.5,0.0,1.0,0.01,1
7909,0.36,0.78,0.75,1.0,0.77,0.82,0.61,0.34,0.39,0.0,0.0,0.08,0.5,0.08,1.0,0.07,1
7910,0.36,0.87,0.81,1.0,0.8,0.74,0.61,0.31,0.44,0.0,0.0,0.1,0.5,0.11,1.0,0.15,1
7911,0.39,0.62,0.78,0.88,0.79,1.0,0.57,0.64,0.38,0.3,0.0,0.0,0.34,0.04,1.0,0.0,1
7912,0.43,1.0,0.22,0.6,0.38,0.63,0.31,0.64,0.41,0.19,0.0,0.0,0.45,0.02,1.0,0.07,1
7913,0.04,0.57,0.39,0.95,0.49,1.0,0.51,0.47,0.24,0.08,0.0,0.0,0.53,0.02,1.0,0.05,1
7914,0.04,0.77,0.54,1.0,0.53,0.97,0.53,0.56,0.52,0.15,0.0,0.0,0.51,0.04,1.0,0.09,1
7915,0.04,0.79,0.65,1.0,0.67,0.86,0.67,0.58,0.67,0.29,0.23,0.05,0.0,0.0,1.0,0.05,1
7916,0.05,1.0,0.1,0.71,0.33,0.71,0.33,0.8,0.48,0.37,0.4,0.0,0.0,0.04,1.0,0.06,1
7917,0.05,0.64,0.3,0.83,1.0,1.0,0.75,0.8,0.5,0.6,0.25,0.4,0.0,0.2,0.05,0.0,1
7918,0.59,0.65,0.91,1.0,0.84,0.96,0.72,0.5,0.51,0.08,0.0,0.0,0.45,0.01,1.0,0.0,1
7919,0.64,0.67,0.95,1.0,0.83,0.88,0.73,0.48,0.53,0.11,0.0,0.0,0.42,0.0,1.0,0.02,1
7920,0.07,0.55,0.45,0.74,0.86,1.0,1.0,0.96,0.71,0.68,0.41,0.39,0.14,0.09,0.0,0.0,1
7921,0.79,0.89,1.0,1.0,0.79,0.83,0.57,0.67,0.36,0.5,0.18,0.34,0.07,0.17,0.0,0.0,1
7922,0.08,0.66,0.26,1.0,0.38,0.89,0.37,0.48,0.28,0.09,0.0,0.0,0.49,0.05,1.0,0.07,1
7923,0.09,0.45,0.0,0.65,0.45,0.89,1.0,1.0,0.88,0.75,0.79,0.5,0.61,0.25,0.52,0.0,1
7924,0.09,0.65,0.43,0.98,0.52,1.0,0.49,0.6,0.6,0.21,0.0,0.0,0.12,0.04,1.0,0.06,1
7925,0.0,0.59,0.18,0.94,0.52,1.0,0.52,0.61,0.32,0.26,0.24,0.0,0.62,0.07,1.0,0.14,2
7926,0.0,0.63,0.23,0.93,0.78,1.0,0.89,0.69,0.54,0.41,0.11,0.16,0.41,0.04,1.0,0.0,2
7927,0.0,0.64,0.24,0.98,0.68,1.0,0.57,0.58,0.24,0.25,0.07,0.06,0.54,0.07,1.0,0.0,2
7928,0.0,0.66,0.15,0.91,0.64,1.0,0.7,0.76,0.49,0.51,0.32,0.24,0.45,0.01,1.0,0.0,2
7929,0.0,0.68,0.16,0.97,0.56,1.0,0.62,0.66,0.43,0.33,0.23,0.02,0.61,0.0,1.0,0.0,2
7930,0.0,0.69,0.24,1.0,0.61,0.94,0.38,0.37,0.34,0.0,0.38,0.04,0.76,0.02,1.0,0.07,2
7931,0.0,0.69,0.27,0.95,0.66,1.0,0.76,0.66,0.61,0.31,0.37,0.01,0.58,0.0,1.0,0.06,2
7932,0.0,0.71,0.24,1.0,0.64,0.99,0.69,0.63,0.53,0.29,0.28,0.0,0.57,0.05,1.0,0.1,2
7933,0.0,0.72,0.33,0.92,0.73,1.0,0.69,0.72,0.48,0.46,0.3,0.19,0.55,0.0,1.0,0.0,2
7934,0.0,0.73,0.26,1.0,0.56,0.72,0.4,0.31,0.03,0.1,0.19,0.22,0.63,0.13,1.0,0.0,2
7935,0.0,0.74,0.26,0.98,0.64,1.0,0.76,0.71,0.56,0.41,0.3,0.14,0.6,0.01,1.0,0.0,2
7936,0.0,0.75,0.24,1.0,0.5,0.84,0.41,0.44,0.19,0.14,0.35,0.0,0.67,0.0,1.0,0.0,2
7937,0.0,0.75,0.08,1.0,0.4,0.91,0.28,0.59,0.07,0.31,0.13,0.08,0.56,0.05,1.0,0.0,2
7938,0.0,0.76,0.34,1.0,0.7,0.87,0.48,0.49,0.16,0.18,0.11,0.0,0.55,0.05,1.0,0.1,2
7939,0.0,0.77,0.26,1.0,0.51,0.85,0.36,0.49,0.13,0.19,0.26,0.0,0.63,0.02,1.0,0.07,2
7940,0.0,0.77,0.4,0.95,0.87,1.0,1.0,0.73,0.71,0.47,0.34,0.25,0.17,0.0,0.67,0.01,2
7941,0.0,0.78,0.28,1.0,0.59,0.91,0.44,0.58,0.22,0.28,0.25,0.01,0.63,0.0,1.0,0.02,2
7942,0.0,0.79,0.27,0.93,0.6,1.0,0.77,0.8,0.72,0.54,0.64,0.28,0.66,0.04,1.0,0.0,2
7943,0.0,0.79,0.35,1.0,0.87,0.99,1.0,0.71,0.63,0.46,0.23,0.24,0.46,0.04,0.98,0.0,2
7944,0.0,0.8,0.22,1.0,0.57,0.95,0.46,0.59,0.25,0.27,0.31,0.0,0.67,0.09,1.0,0.21,2
7945,0.0,0.81,0.29,1.0,0.61,0.87,0.56,0.49,0.34,0.17,0.35,0.0,0.69,0.02,1.0,0.05,2
7946,0.0,0.81,0.34,1.0,0.77,0.92,0.73,0.61,0.46,0.34,0.17,0.08,0.52,0.0,1.0,0.03,2
7947,0.0,0.82,0.28,1.0,0.62,0.87,0.54,0.54,0.27,0.28,0.22,0.1,0.61,0.04,1.0,0.0,2
7948,0.0,0.83,0.22,1.0,0.38,0.7,0.27,0.3,0.14,0.0,0.42,0.01,0.71,0.02,1.0,0.05,2
7949,0.0,0.83,0.32,1.0,0.67,0.93,0.52,0.59,0.26,0.29,0.18,0.05,0.6,0.0,1.0,0.03,2
7950,0.0,0.84,0.34,1.0,0.67,0.85,0.6,0.44,0.31,0.19,0.26,0.2,0.64,0.13,1.0,0.0,2
7951,0.0,0.85,0.24,1.0,0.49,0.9,0.38,0.56,0.24,0.24,0.37,0.0,0.69,0.04,1.0,0.14,2
7952,0.0,0.86,0.22,1.0,0.49,0.92,0.46,0.63,0.35,0.35,0.45,0.09,0.72,0.01,1.0,0.0,2
7953,0.0,0.87,0.22,1.0,0.48,0.97,0.62,0.78,0.64,0.55,0.64,0.32,0.76,0.11,1.0,0.0,2
7954,0.0,0.88,0.28,1.0,0.71,0.96,0.63,0.66,0.36,0.39,0.23,0.09,0.64,0.0,1.0,0.02,2
7955,0.0,0.88,0.39,1.0,0.79,0.89,0.76,0.62,0.55,0.36,0.27,0.15,0.54,0.03,1.0,0.0,2
7956,0.0,0.9,0.4,1.0,0.8,0.85,0.53,0.59,0.2,0.35,0.04,0.09,0.56,0.0,1.0,0.04,2
7957,0.0,0.92,0.31,1.0,0.6,0.88,0.47,0.54,0.24,0.25,0.33,0.0,0.66,0.02,1.0,0.08,2
7958,0.0,0.93,0.43,1.0,0.93,0.9,0.89,0.63,0.6,0.39,0.28,0.17,0.44,0.0,1.0,0.04,2
7959,0.0,0.95,0.35,1.0,0.59,0.78,0.61,0.52,0.46,0.27,0.22,0.05,0.56,0.0,1.0,0.01,2
7960,0.1,0.87,0.55,1.0,0.71,0.71,0.4,0.38,0.02,0.09,0.0,0.0,0.5,0.08,1.0,0.0,2
7961,0.11,0.72,0.39,1.0,0.62,0.77,0.5,0.42,0.24,0.12,0.0,0.0,0.5,0.03,1.0,0.03,2
7962,0.11,0.76,0.3,1.0,0.42,0.68,0.27,0.34,0.0,0.05,0.16,0.17,0.58,0.08,1.0,0.0,2
7963,0.12,0.76,0.46,1.0,0.67,0.79,0.52,0.46,0.26,0.16,0.0,0.0,0.55,0.02,1.0,0.07,2
7964,0.12,0.96,0.6,1.0,0.96,0.81,0.6,0.55,0.16,0.33,0.0,0.08,0.55,0.02,1.0,0.0,2
7965,0.13,0.78,0.38,1.0,0.41,0.68,0.24,0.36,0.0,0.1,0.33,0.03,0.68,0.0,1.0,0.03,2
7966,0.13,0.83,0.42,1.0,0.59,0.67,0.35,0.34,0.0,0.27,0.3,0.32,0.65,0.11,1.0,0.0,2
7967,0.14,0.71,0.4,1.0,0.49,0.7,0.27,0.36,0.0,0.05,0.25,0.0,0.66,0.02,1.0,0.19,2
7968,0.14,0.79,0.49,1.0,0.64,0.71,0.38,0.39,0.0,0.15,0.09,0.16,0.55,0.0,1.0,0.1,2
7969,0.14,0.95,0.5,1.0,0.54,0.69,0.39,0.39,0.11,0.12,0.0,0.01,0.5,0.1,1.0,0.0,2
7970,0.15,0.75,0.33,1.0,0.58,0.79,0.35,0.46,0.0,0.19,0.07,0.2,0.52,0.0,1.0,0.07,2
7971,0.01,0.61,0.0,0.92,0.47,1.0,0.62,0.7,0.42,0.39,0.16,0.09,0.49,0.0,1.0,0.07,2
7972,0.16,0.68,0.37,1.0,0.63,0.9,0.45,0.48,0.16,0.11,0.0,0.01,0.5,0.0,1.0,0.08,2
7973,0.16,0.73,0.38,1.0,0.6,0.76,0.4,0.43,0.07,0.16,0.0,0.09,0.5,0.0,1.0,0.01,2
7974,0.01,0.72,0.2,1.0,0.42,0.73,0.32,0.37,0.05,0.06,0.0,0.02,0.51,0.01,1.0,0.0,2
7975,0.17,0.85,0.18,1.0,0.46,0.7,0.39,0.35,0.0,0.14,0.34,0.08,0.88,0.0,1.0,0.23,2
7976,0.18,0.74,0.49,1.0,0.53,0.67,0.31,0.31,0.0,0.0,0.13,0.11,0.59,0.02,1.0,0.08,2
7977,0.18,0.92,0.51,1.0,0.44,0.64,0.26,0.3,0.0,0.0,0.12,0.2,0.57,0.14,1.0,0.12,2
7978,0.19,0.8,0.34,1.0,0.53,0.7,0.33,0.32,0.0,0.01,0.01,0.0,0.51,0.01,1.0,0.11,2
7979,0.2,0.72,0.51,1.0,0.6,0.69,0.4,0.35,0.12,0.04,0.0,0.12,0.49,0.09,1.0,0.0,2
7980,0.2,0.8,0.61,1.0,0.68,0.73,0.38,0.44,0.0,0.2,0.16,0.19,0.58,0.0,1.0,0.15,2
7981,0.21,0.68,0.39,1.0,0.49,0.76,0.27,0.43,0.0,0.12,0.03,0.0,0.53,0.02,1.0,0.13,2
7982,0.22,1.0,0.52,0.98,0.58,0.62,0.32,0.33,0.0,0.13,0.27,0.09,0.63,0.05,1.0,0.0,2
7983,0.22,0.9,0.67,1.0,0.87,0.8,0.61,0.57,0.3,0.34,0.0,0.12,0.41,0.0,1.0,0.01,2
7984,0.23,0.75,0.53,1.0,0.75,0.78,0.44,0.5,0.0,0.32,0.02,0.18,0.5,0.08,1.0,0.0,2
7985,0.23,0.8,0.14,0.8,0.77,1.0,1.0,0.7,0.66,0.39,0.0,0.19,0.23,0.12,0.97,0.0,2
7986,0.24,0.75,0.6,1.0,0.74,0.63,0.45,0.25,0.02,0.0,0.0,0.15,0.51,0.19,1.0,0.08,2
7987,0.24,0.85,0.69,1.0,0.7,0.68,0.43,0.35,0.07,0.09,0.0,0.0,0.5,0.07,1.0,0.01,2
7988,0.25,0.81,0.47,1.0,0.48,0.55,0.27,0.17,0.0,0.03,0.32,0.21,0.65,0.02,1.0,0.0,2
7989,0.26,0.71,0.54,1.0,0.77,0.81,0.52,0.49,0.17,0.21,0.0,0.12,0.5,0.12,1.0,0.0,2
7990,0.26,0.76,0.23,1.0,0.52,0.68,0.43,0.3,0.0,0.12,0.49,0.05,0.97,0.0,1.0,0.32,2
7991,0.02,0.7,0.23,1.0,0.5,0.79,0.32,0.35,0.0,0.01,0.1,0.0,0.54,0.0,1.0,0.01,2
7992,0.27,0.75,0.64,1.0,1.0,0.99,0.79,0.7,0.45,0.44,0.06,0.2,0.0,0.0,0.64,0.06,2
7993,0.27,0.84,0.58,1.0,0.76,0.68,0.57,0.34,0.16,0.13,0.0,0.09,0.5,0.05,1.0,0.0,2
7994,0.28,0.64,0.39,1.0,0.78,0.98,0.62,0.61,0.3,0.31,0.0,0.13,0.51,0.1,1.0,0.0,2
7995,0.29,0.71,0.5,1.0,0.7,0.77,0.41,0.49,0.0,0.28,0.07,0.18,0.51,0.04,1.0,0.0,2
7996,0.29,0.71,0.55,1.0,0.74,0.75,0.59,0.39,0.3,0.09,0.0,0.08,0.49,0.0,1.0,0.02,2
7997,0.29,0.84,0.65,1.0,0.87,0.74,0.69,0.45,0.38,0.19,0.0,0.0,0.49,0.06,1.0,0.12,2
7998,0.3,0.84,0.7,1.0,0.78,0.69,0.63,0.38,0.34,0.1,0.0,0.12,0.46,0.14,1.0,0.0,2
7999,0.31,0.68,0.46,1.0,0.81,0.88,0.63,0.49,0.29,0.16,0.0,0.05,0.5,0.0,1.0,0.12,2
8000,0.32,0.53,0.41,0.9,1.0,1.0,0.94,0.6,0.56,0.25,0.0,0.0,0.3,0.09,0.99,0.11,2
8001,0.32,0.76,0.51,1.0,0.7,0.73,0.39,0.41,0.0,0.17,0.1,0.18,0.54,0.0,1.0,0.06,2
8002,0.33,0.62,0.5,1.0,0.65,0.6,0.39,0.18,0.0,0.0,0.17,0.23,0.59,0.13,1.0,0.08,2
8003,0.33,0.76,0.68,1.0,0.71,0.64,0.42,0.29,0.04,0.0,0.0,0.15,0.49,0.15,1.0,0.07,2
8004,0.34,0.64,0.52,1.0,0.58,0.57,0.37,0.16,0.0,0.0,0.24,0.2,0.61,0.01,1.0,0.05,2
8005,0.35,0.69,0.55,1.0,0.87,0.81,0.7,0.44,0.34,0.17,0.0,0.04,0.5,0.05,1.0,0.0,2
8006,0.03,0.58,0.2,1.0,0.41,0.8,0.22,0.38,0.0,0.08,0.33,0.04,0.66,0.03,1.0,0.0,2
8007,0.36,0.69,0.33,1.0,0.64,0.85,0.43,0.48,0.0,0.21,0.06,0.19,0.57,0.0,1.0,0.2,2
8008,0.36,0.72,0.47,1.0,0.78,0.76,0.55,0.38,0.17,0.08,0.0,0.05,0.5,0.13,1.0,0.0,2
8009,0.03,0.74,0.33,1.0,0.52,0.71,0.33,0.34,0.03,0.02,0.0,0.04,0.51,0.0,1.0,0.01,2
8010,0.38,0.68,0.56,1.0,0.54,0.5,0.32,0.08,0.0,0.0,0.28,0.16,0.63,0.02,1.0,0.08,2
8011,0.38,0.79,0.69,1.0,0.76,0.6,0.46,0.25,0.03,0.02,0.0,0.03,0.5,0.0,1.0,0.01,2
8012,0.39,0.91,0.66,1.0,0.55,0.67,0.31,0.39,0.0,0.19,0.32,0.15,0.66,0.0,1.0,0.01,2
8013,0.4,0.71,0.6,1.0,1.0,0.85,0.78,0.46,0.37,0.2,0.0,0.04,0.49,0.03,0.99,0.0,2
8014,0.41,0.81,0.48,1.0,0.67,0.71,0.5,0.36,0.0,0.26,0.29,0.19,0.72,0.0,1.0,0.31,2
8015,0.42,0.49,0.34,0.94,0.81,1.0,0.85,0.53,0.48,0.16,0.0,0.0,0.45,0.03,1.0,0.03,2
8016,0.43,0.75,0.61,1.0,0.94,0.86,0.75,0.47,0.43,0.14,0.0,0.02,0.49,0.0,1.0,0.01,2
8017,0.43,0.8,0.46,1.0,0.83,0.79,0.61,0.39,0.2,0.12,0.0,0.14,0.51,0.16,1.0,0.0,2
8018,0.44,0.69,0.7,1.0,0.89,0.75,0.59,0.4,0.19,0.14,0.0,0.13,0.51,0.11,1.0,0.0,2
8019,0.45,0.98,0.82,1.0,0.72,0.57,0.42,0.22,0.0,0.0,0.03,0.02,0.52,0.04,1.0,0.06,2
8020,0.46,0.85,0.42,1.0,0.52,0.73,0.32,0.41,0.0,0.16,0.21,0.07,0.62,0.0,1.0,0.17,2
8021,0.47,0.74,0.68,1.0,0.65,0.53,0.37,0.17,0.0,0.0,0.21,0.18,0.6,0.14,1.0,0.11,2
8022,0.48,0.76,0.62,1.0,0.93,0.79,0.67,0.39,0.28,0.08,0.0,0.12,0.51,0.16,1.0,0.0,2
8023,0.49,0.72,0.64,1.0,1.0,0.88,0.78,0.52,0.43,0.22,0.0,0.01,0.4,0.06,0.9,0.0,2
8024,0.5,0.77,0.73,1.0,0.81,0.61,0.51,0.26,0.06,0.0,0.0,0.24,0.51,0.29,1.0,0.06,2
8025,0.51,0.78,0.81,1.0,0.86,0.65,0.53,0.31,0.1,0.08,0.0,0.19,0.5,0.1,1.0,0.0,2
8026,0.52,0.83,0.74,1.0,0.74,0.63,0.54,0.28,0.17,0.0,0.0,0.16,0.5,0.22,1.0,0.05,2
8027,0.54,0.74,0.72,1.0,0.76,0.7,0.57,0.38,0.26,0.09,0.0,0.03,0.5,0.0,1.0,0.01,2
8028,0.55,0.73,0.57,1.0,0.92,0.89,0.75,0.5,0.43,0.16,0.0,0.0,0.44,0.19,1.0,0.12,2
8029,0.05,0.78,0.41,1.0,0.63,0.74,0.45,0.41,0.14,0.13,0.0,0.11,0.51,0.07,1.0,0.0,2
8030,0.6,0.74,0.89,1.0,0.96,0.78,0.68,0.5,0.34,0.24,0.0,0.02,0.51,0.07,1.0,0.0,2
8031,0.62,0.86,0.97,1.0,0.94,0.71,0.69,0.46,0.37,0.22,0.0,0.02,0.47,0.0,1.0,0.01,2
8032,0.63,0.91,0.66,1.0,1.0,0.87,0.65,0.6,0.28,0.35,0.0,0.07,0.47,0.0,0.88,0.0,2
8033,0.06,0.8,0.45,1.0,0.59,0.7,0.37,0.39,0.03,0.13,0.0,0.09,0.52,0.05,1.0,0.0,2
8034,0.07,0.67,0.22,1.0,0.46,0.7,0.35,0.32,0.0,0.05,0.02,0.0,0.51,0.05,1.0,0.09,2
8035,0.07,0.77,0.43,1.0,0.59,0.77,0.36,0.41,0.03,0.1,0.0,0.0,0.54,0.0,1.0,0.2,2
8036,0.08,0.66,0.09,1.0,0.45,0.88,0.37,0.49,0.0,0.22,0.2,0.22,0.66,0.0,1.0,0.25,2
